Soil_Moisture,Rainfall,Temperature,Humidity,pH_Level,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Crop_Height,Yield_Per_Hectare,Irrigation_Frequency,Seed_Rate,Pesticide_Usage,Weed_Infestation,Harvest_Time,Fertilizer_Usage,Soil_Type,Irrigation_Type,Crop_Type,Yield
73.08722183,45.05337054,35.25407319,60.59302784,32.20726786,42.68702765,95.9400739,41.81934003,69.50388427,10.87578641,64.85514368,91.01392763,18.66197117,64.70645761,96.88565071,67.04398121,Loamy,Flood,Cereal,497.5607159
16.54867057,44.69607143,41.49440682,59.7433501,50.50857417,35.84370371,53.50188728,74.75514895,72.60266569,43.26438679,36.68809864,75.27008465,52.02624687,83.35166481,19.29499168,51.78246558,Clay,Sprinkler,Vegetable,220.7233704
83.96740534,40.63483938,80.4183231,20.32677625,11.99210059,55.06614155,39.85212265,49.78933716,73.3689716,64.60729213,85.05175365,99.65036532,63.10976969,56.93990072,51.41578723,62.26882774,Sandy,Sprinkler,Cereal,545.5505982
73.56180044,58.72668466,99.32631581,21.35238922,67.66392023,51.03515672,26.33478654,68.97092361,71.44286543,50.74755867,24.92469784,37.1954137,14.22157693,63.95588465,47.7170677,61.91566567,Clay,Drip,Vegetable,551.8680666
17.32139026,23.87305389,31.66034633,57.65802535,47.25334522,40.99852416,32.00069892,40.62856639,45.35269453,80.01875068,14.7834633,89.0637263,46.18834745,73.076903,64.01855588,56.57401633,Clay,Flood,Cereal,151.5307354
17.63539427,59.83403368,88.68766007,34.19753905,34.30526195,72.43671688,84.95641374,,45.5368307,48.29124994,27.24430218,64.27488411,33.18957279,91.72104647,83.07681478,47.28607027,Loamy,Sprinkler,Vegetable,274.5956669
,58.75343312,84.75604844,11.89332122,28.61533996,78.36056505,65.29690084,48.19905,32.93358613,23.84766725,34.09634969,50.78128662,12.75855316,18.2576699,85.7303223,44.44269319,Clay,Sprinkler,Vegetable,672.4780041
43.68437162,78.57116313,30.21916579,75.05552835,68.86207699,86.76855721,92.19210575,23.10109828,24.11503299,97.87740618,35.40799521,30.03158002,21.30962947,39.78535553,70.31751478,50.44470207,Clay,Sprinkler,Fruit,454.437056
,85.02849657,45.93993222,12.9237937,47.45953279,97.55709442,30.87716069,84.8025068,72.33196415,31.78359935,70.34622388,76.45529488,22.51307429,73.81235716,67.73827278,37.1677443,Sandy,Drip,Fruit,471.2077871
83.15196105,49.63972153,46.87055824,63.5749157,26.16933601,33.99905729,20.90247165,41.38281058,18.38699074,74.59230795,29.60421286,91.3726674,26.45868233,96.25155067,95.41265878,45.22838904,Sandy,Drip,Vegetable,564.3150286
95.25237196,37.20999244,98.03986017,58.52744147,72.01981733,74.44841342,10.54787779,46.01345985,94.40130581,22.88406805,70.8992474,31.17775583,82.30398143,98.27266856,44.53186615,55.98325934,Clay,Drip,Cereal,588.0889613
98.74009574,33.34014076,26.28027112,97.19332215,60.85650547,45.48324119,55.70758339,90.46491514,84.40176733,39.61113524,18.20189559,25.78513015,49.55426798,67.42927082,84.95049828,43.70019937,Loamy,Sprinkler,Vegetable,585.6769443
77.80403667,27.5161453,81.9242174,53.57918254,87.28048494,70.93737748,99.84762373,54.69614327,87.1755166,49.78248476,23.2482215,72.65997235,23.2377393,27.423863,92.93533544,65.44603913,Loamy,Sprinkler,Cereal,472.7888166
43.8633627,15.1882824,40.07734428,15.72412927,20.5728309,52.83835213,72.54687419,58.98285184,91.60019332,27.30088041,55.79393036,97.92758465,19.02672702,20.72880203,54.23853198,52.46203871,,Sprinkler,Vegetable,265.6388392
17.5150645,40.8203181,75.77833112,59.6519171,80.70999418,99.43957925,37.75551328,96.08483123,46.77444737,50.49636187,92.97062223,77.4959591,36.81464129,95.14392799,75.61923207,57.82703369,Sandy,Sprinkler,Cereal,206.7466221
79.94322243,34.32229229,47.80099039,85.69865536,70.61651081,75.60119222,88.91727247,89.80537448,86.2030651,24.14465407,87.36108299,35.61226651,81.82139668,49.05349205,43.9317871,47.8697847,Sandy,Sprinkler,Fruit,502.84724
60.25638248,96.97756473,62.05237868,99.71643559,20.35098431,95.72421704,80.35500394,25.2520038,24.22551703,60.31058851,97.18780982,47.79598817,42.80138631,27.53344299,24.29911128,56.31800661,Loamy,Drip,Cereal,597.7311927
48.17998083,60.19379436,84.9350596,48.73088563,72.53386569,85.14725945,11.38736495,52.58935269,11.94776151,69.73419273,68.54311588,44.58858719,24.39076243,94.05032642,62.78534933,38.70734102,Sandy,Sprinkler,Fruit,418.4072133
91.57189466,41.25493351,82.37490085,38.82688682,49.739256,91.261091,83.51744325,97.41666047,80.64022552,15.61908556,70.82333798,86.68855162,46.37045634,19.40718444,27.68244858,54.23155673,Clay,Flood,Cereal,575.928547
20.00777341,62.24208409,87.97808652,91.59879673,95.0486307,83.29772775,37.04740815,43.51296684,16.73169832,88.4018909,66.2520699,79.4233701,59.97804016,75.66139872,51.18392177,55.16954686,Loamy,Sprinkler,Fruit,283.1516538
,22.52770312,15.36555928,27.21179162,22.74502156,51.32432173,23.47061181,43.44157977,98.96722006,26.66267965,66.05370306,63.00778913,12.66257653,66.27367248,88.5591382,62.83164573,Clay,Drip,Cereal,328.831945
11.02182803,49.96393743,72.28454977,65.38860235,67.85500517,32.6609608,30.36977558,27.55272086,70.73167866,30.28261828,23.24083106,34.74631994,66.48776213,17.89611979,17.74163688,29.93107355,Sandy,Sprinkler,Vegetable,213.9545001
52.17945778,66.36108893,22.5988639,46.51429818,44.37820409,43.32881579,52.17218239,20.28908027,77.81047392,69.52148561,58.93650605,94.41896749,45.55906777,40.48739161,12.73856821,43.28466578,Loamy,Flood,Cereal,455.8236271
,54.00080486,47.42367112,13.69741285,96.11332035,11.82126094,48.23811344,76.62743117,32.12234707,52.18759544,44.74611401,68.79837023,10.87532876,23.49376206,64.58300626,32.1994624,Sandy,Sprinkler,Fruit,243.6526775
20.69361246,46.16009206,59.37295735,41.25596269,39.69774058,57.15938507,35.99985694,79.30274218,70.64788545,54.94560393,49.82834942,97.34289818,70.65004591,64.40487333,39.79551939,41.60442141,Loamy,Flood,Fruit,235.7460354
20.57736221,99.446355,46.24655363,33.87056703,96.59673185,55.45520202,25.499649,97.21116672,13.88979435,21.53394861,57.12405158,62.21053297,74.1148872,52.94017285,47.61439362,48.92874928,Sandy,Flood,Cereal,398.1325332
68.42892719,89.22832859,56.76505082,71.74820385,91.1337266,57.27254183,78.60077107,79.60763898,85.40431479,82.51622397,21.55565546,83.90734825,66.59558097,10.38476122,46.51395298,55.90041426,Loamy,Drip,Vegetable,610.150085
77.14403913,66.10653623,99.68736779,95.39114479,34.33449118,97.66281025,99.10988054,31.90172446,25.26616837,65.53488215,42.35389605,83.17948415,40.77371958,97.81395097,17.79582061,72.4678439,Loamy,Flood,Cereal,587.2595743
62.50318886,61.24396251,22.16955823,34.12424686,82.31875991,92.03086031,80.00124224,13.61049205,72.76222602,22.1843839,15.71046048,40.35958992,57.66443687,41.46261849,10.32097894,63.5046513,Loamy,Sprinkler,Cereal,495.8991569
96.59552936,65.85944318,70.79104408,83.03193452,99.60437816,24.55415005,36.63432709,98.68936459,30.20324511,43.65994303,98.17013174,96.76186507,44.84419355,33.23839536,90.85809186,45.12339487,Clay,Flood,Fruit,672.85832
43.73835216,28.1180897,45.64008697,14.98238352,32.7396702,43.19942694,32.03280653,40.6405626,16.16078525,82.93689395,20.66752259,11.97473208,73.05595571,30.01986602,29.60187048,57.20765515,Sandy,Sprinkler,Vegetable,302.7685881
35.71408777,45.56239689,21.9708819,58.4308909,49.30994524,48.15605615,29.58992885,,53.33443107,61.15195414,33.26722647,79.18398179,62.52221676,24.29343066,48.34710927,62.2516716,Sandy,Sprinkler,Vegetable,321.554085
88.17392154,13.55135796,24.2863087,16.34950573,56.81626629,42.44796261,22.3025567,91.53596888,25.23575892,19.77839012,90.2163634,96.90013772,17.36192024,99.92233686,97.4733217,49.00155626,Loamy,Sprinkler,Vegetable,483.1524089
30.12362547,52.79914337,95.43457956,94.0629692,36.54380222,81.86463672,59.61974947,62.65899087,75.64995895,43.54993412,53.44390416,40.5017383,67.87842024,36.55985211,84.40863238,49.36589132,Clay,Sprinkler,Vegetable,320.0941074
96.69002855,58.87221256,89.1641347,78.97161525,11.37383557,57.16339029,64.48603348,29.33840565,31.3809259,31.84249586,22.20734814,68.3299529,71.85145729,46.49621475,19.71377697,47.70425185,Loamy,Drip,Cereal,660.9238511
11.09390272,30.49747625,91.63377644,69.21549201,29.81163198,61.48898353,73.49523946,90.01866184,,56.57189983,44.58074842,60.60009249,43.36319626,88.42203246,55.76671285,54.83155836,Sandy,Sprinkler,Vegetable,152.028096
97.2890944,96.76259624,99.23794982,84.15067435,35.37431959,86.77122031,71.21920338,99.40247695,61.06953261,85.9025016,20.42811948,78.53565787,88.82072029,67.76987532,75.70711238,54.13608264,Sandy,Drip,Vegetable,779.3593543
13.88439208,91.85091498,28.7483851,68.2767816,49.92397312,82.53353381,36.30999802,17.8010705,35.64714498,49.26404213,28.01943974,87.95601295,85.87129194,43.18249706,72.85535065,51.42060292,Loamy,Flood,Vegetable,341.8082126
90.20288023,74.99289119,41.98954036,97.20499575,25.39922306,21.89903705,39.72799049,,44.01893046,49.00078273,14.68268623,64.27401124,25.76498715,90.84955923,78.47576672,67.37312744,Loamy,Sprinkler,Fruit,675.6847716
57.49309982,58.00479659,70.22971269,74.25621531,88.5928921,74.25231257,71.33630819,45.14641279,83.40595939,91.48158121,49.44047451,83.43141277,91.38396776,77.4751782,51.17091894,60.03568512,,Flood,Fruit,467.0435185
99.36683165,88.29722437,53.54222859,93.21927486,73.44200195,49.1892516,41.45028767,57.16652019,26.12888646,61.85668713,82.59725096,38.10570183,49.67851343,30.51104568,25.83306364,33.80579336,Sandy,Drip,Fruit,759.991106
16.64169083,21.75871094,47.655058,56.54187028,17.66804298,36.51840128,29.13608707,92.33343782,17.39814305,60.95719787,62.73722608,30.57283528,75.13746874,67.93650951,51.83851995,32.01431643,Loamy,Sprinkler,Vegetable,150.4821437
59.8468856,81.14588148,42.20301244,20.53579717,68.5083206,14.50169388,43.69025383,97.60412762,,33.57189027,64.57107749,48.76009206,83.26873063,93.01586485,68.30985243,54.17369122,Loamy,Sprinkler,Cereal,539.5654834
97.23722821,21.23387326,63.44025687,57.53599493,68.82908288,53.85246043,34.48757418,33.59475194,48.19390903,64.69504731,28.05256271,70.99629396,55.4601179,54.68147906,64.77328779,48.98571565,Sandy,Drip,Cereal,554.533453
57.07880598,81.47895963,61.80340858,21.41855453,96.05990563,41.98930127,17.94814491,29.15656939,58.83933539,61.83194207,40.95044589,26.8522254,45.91917454,76.02511625,16.34698484,32.50008772,Loamy,Flood,Fruit,530.2444006
66.64587743,34.81908114,24.53120507,63.32441313,10.27187842,32.63617357,84.7125012,17.24649027,43.51813266,45.71663233,86.07178935,71.23169729,92.39062318,97.39933696,15.84571907,30.99946232,Clay,Drip,Fruit,442.0100652
72.61738201,88.93815229,52.45658538,53.42437545,32.31392048,72.52045566,86.78002502,60.56180674,81.09205302,99.16260093,17.90705659,45.46842837,30.77681976,72.13727268,96.8732048,47.50781998,Sandy,Flood,Vegetable,636.128054
50.90869583,94.96378844,59.81245986,66.0317858,93.50123314,79.25368486,29.77752702,11.22439559,13.53875389,89.37018685,87.21375883,81.60177465,33.12730699,19.21948208,23.66249095,52.56907659,,Flood,Fruit,542.792771
66.48022721,23.39163725,61.32582449,10.90422829,93.89205239,32.03105671,15.82949796,,48.85907844,77.46276611,53.53210236,13.31522354,42.54582826,32.01035958,36.50162176,52.93882255,,Flood,Fruit,401.6728254
62.58828807,51.64080446,28.90964736,27.53564425,74.85277774,14.4502693,76.49446936,16.6045615,44.40303232,58.36110296,85.34326882,70.1184374,87.35192002,63.55867936,79.08710339,43.94163747,Sandy,Sprinkler,Fruit,467.0521549
91.10422094,98.28886403,76.8044253,54.21973887,78.91869889,86.38774305,29.03757633,46.47032046,68.28206417,51.58538217,38.62057775,68.4840103,94.49094378,34.80002338,46.87093682,44.42895859,Sandy,Drip,Fruit,739.8594842
14.09017423,53.50666924,12.26791853,95.54532054,18.23346621,10.89637671,45.40919405,13.59389703,,26.64076557,40.49586564,94.68419285,29.80609433,96.17875349,26.33183679,44.9737492,Clay,Sprinkler,Cereal,233.112558
35.28668706,87.71927703,41.934867,44.52481363,56.24882513,94.34012445,15.7721727,85.16955345,55.9337866,37.51637266,77.64443815,74.20307982,87.74831329,46.48168306,52.05091441,54.93066522,Loamy,Drip,Vegetable,444.8384585
95.53703357,62.98583699,80.21913837,48.19348234,30.84246922,66.48578866,30.36426263,28.87650945,98.81891622,79.65647198,80.64965561,81.66717068,33.23826635,51.15073652,61.20549737,34.70641325,Loamy,Flood,Cereal,660.4521196
90.12374055,43.77969171,60.75036289,74.32264801,26.30962393,38.96619717,81.36120505,39.54778393,37.20244554,50.83740585,30.66802102,91.41319143,97.35771221,73.14418841,50.74899484,50.19411834,Loamy,Sprinkler,Fruit,581.1747361
51.00910775,35.72052,33.50461893,64.34134816,82.92729692,32.18301186,82.39568022,88.30431969,12.77813193,89.40425649,97.55841923,70.75467265,63.76671028,57.18247582,92.70514679,60.19268478,Sandy,Sprinkler,Vegetable,361.3226248
,28.2900782,72.54578074,36.90335351,22.1534323,10.81050978,28.63763424,77.16394552,24.90968507,23.31200227,17.60410938,36.11382715,10.63778207,44.39313702,35.62293656,46.48385515,Sandy,Sprinkler,Vegetable,416.2491039
34.96430647,78.56183722,61.06518497,46.9734756,52.17864733,31.19242753,40.23224606,29.71345255,45.56123963,55.75123864,16.16526668,88.27964196,13.07169137,16.89740876,69.51989446,51.60364362,Sandy,Flood,Cereal,411.2403907
26.93090438,44.78864561,81.66192485,29.5929819,94.47204156,22.39554714,22.08145772,,38.47005183,68.22691156,63.59537938,77.28203075,23.27360777,63.68010306,20.10652493,54.15685406,Loamy,Drip,Cereal,264.4608064
51.73285644,56.0147916,76.15226676,96.94193132,26.724885,65.09495987,16.67553673,74.41063992,18.73487179,56.51636107,75.0466691,48.19938436,26.8815842,88.08220277,45.30569119,43.41973647,Loamy,Flood,Fruit,434.7647153
41.80170052,54.3092932,64.90971298,21.75709434,98.01940814,24.98910297,99.2954543,45.16322956,48.93940969,90.03042024,96.47975163,73.94762554,79.08572105,71.71861976,76.68939264,48.98427944,Sandy,Sprinkler,Cereal,363.5946986
62.52905007,61.95511263,53.93599078,43.46531061,99.48591872,57.57668538,69.00345561,78.94719992,40.43041945,99.06069536,46.44512027,88.09199895,30.04892888,44.3345509,30.23352465,36.99855287,Clay,Sprinkler,Fruit,495.4801618
16.99611733,87.90194311,21.98639131,,60.00554392,63.11047801,58.78868583,50.07652951,21.03572984,20.42511925,12.27622681,97.80869183,97.2227458,21.49534582,63.07939411,54.86077431,Loamy,Flood,Fruit,342.0276357
97.69553269,98.26654092,33.51997161,29.96015427,25.31284662,36.82375285,78.89486504,41.14021717,36.65054176,21.69594137,64.26067055,95.71163536,67.25008515,83.47043682,23.80933263,51.62865403,Clay,Sprinkler,Fruit,785.055971
98.758967,46.68257877,47.71895256,,38.44943991,13.15584541,85.60694437,50.60848674,89.77924498,21.72917022,36.07264185,39.27950441,72.32657583,94.7573526,19.24315222,61.66183927,Sandy,Sprinkler,Vegetable,636.1645771
72.83455426,84.47670299,63.93693583,28.10577091,48.20435494,13.35284926,82.60432912,77.37030871,37.18439789,71.30593865,48.96524091,47.95243423,29.60348674,44.94456917,57.0909474,58.77850127,Loamy,Drip,Vegetable,617.0191034
58.24867297,78.80750152,56.23370697,17.20570623,37.83918019,12.3712599,11.48855044,91.19982579,74.25598809,43.54084859,53.9622534,19.85829445,90.34356827,75.57779703,70.75098965,61.81471748,Clay,Drip,Cereal,521.6030923
37.85748547,61.61760563,35.93660734,52.70078619,35.25720219,76.52122004,26.81271084,14.47904769,65.08423717,75.99831951,15.80613497,32.27898583,70.10331155,46.96870959,20.20303596,62.28634519,Loamy,Drip,Cereal,369.4770421
83.24155177,96.04424293,10.5817922,10.89723113,97.50067383,38.62087343,68.94147719,57.17003871,48.44630462,46.49243256,53.73836061,89.41790876,87.79650619,55.2040245,92.59986271,42.76015951,Clay,Drip,Vegetable,708.8014955
71.62580553,28.0427064,54.66152997,17.6289539,23.80283447,81.66701674,43.8183413,12.95518862,31.51230731,66.48460492,48.36877001,42.47649337,96.08329875,85.28287426,30.31950364,54.79547934,Loamy,Drip,Cereal,441.858334
24.63552454,19.83377893,35.70633897,82.68632826,75.99951178,48.85595415,98.4234386,52.15685905,43.21132294,79.28722051,74.12898388,65.84973927,21.30768794,17.5081908,20.79777773,56.74495532,Clay,Drip,Fruit,180.4052905
91.9834466,86.85657703,76.11474706,79.43260104,10.03692605,50.76982907,69.88643134,89.67545462,63.28964921,59.33943196,68.10993201,69.93690565,18.69285072,57.73018139,28.24290175,43.7635904,Clay,Sprinkler,Fruit,717.004152
84.02835186,49.5234835,12.15516387,92.36249384,63.65644025,56.15943423,96.08940179,42.54312398,41.56778933,58.55532314,26.66941463,80.36463476,82.30670439,29.31582472,25.26152109,62.33194354,Sandy,Sprinkler,Vegetable,568.1127189
95.4819922,86.22719688,62.63450302,86.90638923,92.43487036,74.17283107,28.13018335,93.9205379,29.34067902,17.94108928,28.55250264,26.45200272,87.95134532,40.58253509,18.16071856,48.91259743,Sandy,Drip,Cereal,738.9383884
75.31475575,90.37811847,94.73268138,71.48580069,35.91406847,34.61525792,87.75613253,66.75476245,20.4816474,46.97035686,32.59055609,37.43318212,62.53852788,67.99859422,81.80553113,56.39640661,Clay,Flood,Cereal,646.4843669
65.20736763,15.62118343,25.69683404,14.70995716,26.69733777,20.94286146,38.92170752,94.07398094,89.17902441,59.11994379,26.10553963,50.35027073,42.9400493,12.45055711,54.59839973,61.0343618,Loamy,Drip,Vegetable,375.0645425
47.64187327,89.51182867,52.44845417,80.45637562,68.65118154,60.04516017,99.06083274,,49.62816782,51.57827431,69.14918797,42.83569551,68.73666725,63.44425891,44.96674963,54.27881461,Clay,Sprinkler,Fruit,498.931122
93.9455635,50.34871498,18.22797926,86.09597298,74.13412666,39.42798609,24.19198049,19.309165,66.26874896,91.07038002,99.49871613,98.46147096,37.50976653,35.50980155,95.55651343,68.13967125,Loamy,Flood,Fruit,626.4457933
87.94575006,55.93892401,66.3113721,81.91739312,71.92274671,49.82421823,56.4705837,30.80362308,54.1369325,91.58775689,68.68975065,85.14467229,31.45471229,70.25359247,43.39075484,74.18279619,Loamy,Flood,Cereal,607.3557226
14.06968031,66.393326,59.54785125,55.76311318,38.7385192,68.22520375,81.35600805,45.47534091,88.53098665,83.97256425,64.60133916,53.17180792,53.93306886,22.74232167,25.02754534,50.17994179,Loamy,Flood,Vegetable,264.6249623
12.3730277,93.37443461,46.66289718,30.96116548,32.69821619,54.4713167,48.93782325,25.30961938,59.22413672,43.77682678,46.893514,89.13417635,29.45384448,76.22304434,34.66386027,59.57308292,Loamy,Sprinkler,Vegetable,344.1927337
43.88170302,11.7204485,56.92393193,86.07969781,96.032692,65.82509354,52.12756542,54.54204443,53.27032762,74.55692365,38.1322233,41.28876528,53.53332475,68.10757478,31.50698802,73.68528411,Sandy,Flood,Fruit,255.4740708
82.94979977,52.91591215,90.69171926,75.44465288,93.09695574,58.97800019,98.7720216,52.42313401,93.21408914,45.5759615,91.99663812,80.72454915,96.09458549,97.41176496,54.88671516,43.82397743,Clay,Sprinkler,Fruit,567.8794572
98.85485164,71.89498382,27.66648721,98.26850569,51.15849489,76.58167347,48.27773353,96.06332782,74.77206364,30.93342391,97.21016867,30.13080383,85.58056321,92.01118269,36.23546116,22.12643638,Loamy,Sprinkler,Cereal,709.3514598
23.5375202,75.04362619,12.03080605,24.0123338,86.15744795,73.53429559,64.36648905,49.03550946,20.03949166,40.86123792,54.7098558,79.50898407,94.74678276,35.49725769,56.4455055,59.63660806,Sandy,Drip,Vegetable,340.2296052
63.47176438,72.32791884,87.54983962,30.30981247,50.70911299,58.07709026,14.90856946,80.70641239,25.99340151,16.386817,36.1180446,51.08080629,82.56960774,12.45849155,70.23640825,46.1378864,Loamy,Sprinkler,Cereal,528.0038937
,22.09916165,61.94053741,29.06183349,48.19501163,71.10127188,85.79890722,94.77194904,80.84105766,39.85997581,79.31099869,19.67493889,41.92758424,68.9831705,79.95689071,37.97408258,Loamy,Flood,Cereal,285.5903469
97.2922958,36.94560295,90.15926099,81.32857909,24.10866528,88.6203642,68.33512441,88.92899479,85.22661891,51.46679955,21.92111118,34.59362091,83.08407147,64.25986501,73.91420031,42.87423005,Sandy,Sprinkler,Vegetable,592.0717272
85.79070308,42.28439729,63.72507011,26.82165668,48.37654508,48.9044159,46.36180926,,59.06717462,95.99328053,78.90294139,46.20471616,93.06241692,12.46858919,28.50316448,34.39656473,Sandy,Sprinkler,Vegetable,549.6907942
85.44958342,82.39934869,82.9144981,15.99938468,58.36752447,47.14867655,11.4552586,54.64269048,59.90097051,38.20695276,83.70535369,77.43636205,95.23322091,21.04097763,20.43097473,66.98755165,Loamy,Drip,Fruit,676.9314263
52.18238438,35.08838852,48.6706027,99.87047259,12.02538947,78.78210588,63.25019385,41.29658041,66.87396666,91.22081853,21.24135502,16.56844433,71.48780656,62.62315341,58.82051432,64.53841156,,Drip,Vegetable,367.7056373
47.33375521,28.96344675,77.48739382,,49.97017047,62.42984533,11.13920456,45.98728256,49.52041969,30.59724482,97.91753219,69.35922956,29.02299794,92.06445376,27.90206121,47.70203907,Sandy,Sprinkler,Cereal,322.275129
34.60663647,96.17032171,92.17373202,85.17196541,80.32205966,16.39061022,10.10832525,42.47261436,71.21792111,27.1872008,98.69610613,74.44122768,13.5756238,91.58502489,17.64403496,48.55471757,Clay,Sprinkler,Cereal,450.335944
15.0737947,10.79769566,61.49106673,42.88301574,71.20414507,90.29008141,65.44887059,84.37232892,19.76331318,56.70959108,94.30475314,68.85292329,23.24802053,23.63365492,57.43849087,51.95486714,Loamy,Sprinkler,Vegetable,107.4045836
87.82501386,99.80387701,26.27066355,85.74539138,67.164129,12.7704792,27.01153606,50.69251496,96.51513181,70.52602324,54.64313285,78.46026744,96.89922261,44.61165518,39.41147666,66.72494295,Loamy,Drip,Cereal,742.3391734
83.16109082,70.9139169,34.19178535,59.91584421,91.85998856,77.35567206,27.26987947,57.1324899,77.51393414,13.98990257,32.1466728,26.03517544,51.58871418,13.88825779,78.05341107,39.39670069,Loamy,Drip,Vegetable,634.6019578
99.9745906,84.56223695,27.87801192,91.14681065,11.62288088,78.29147284,68.79444092,98.42026213,66.80567836,29.89592785,62.38083528,62.83930196,86.94874133,52.23446617,38.27724675,48.34257773,Loamy,Flood,Fruit,758.6475575
99.69731534,36.51574567,32.21713248,93.35736878,60.13428276,95.77999768,14.83274691,15.3981345,38.46898513,51.01152999,47.79404546,94.70304525,51.85397382,77.77751137,98.08454234,62.47832058,Loamy,Flood,Fruit,602.0852297
59.9888535,11.28837499,37.57739044,10.81883632,80.86139636,14.87209676,38.20650053,53.91618758,24.48599387,39.79039024,28.53537802,64.97058428,69.47358251,81.09754402,78.26708721,46.65325158,Loamy,Flood,Vegetable,329.9205844
,76.40825667,59.96204081,16.78709584,58.72018444,63.71711747,23.44887119,79.66555363,46.84086674,74.13589714,48.13087687,65.02027123,12.17266994,54.90905199,15.19238993,41.64584773,Clay,Flood,Cereal,624.4360762
95.02891569,85.07301373,62.91924665,32.53228566,39.15059973,48.50565136,62.21587328,23.60457624,69.54190665,56.00445364,69.75008521,76.27956779,32.48784484,18.62827072,55.79854663,51.66328831,Sandy,Drip,Vegetable,729.9801629
86.46826516,76.64285188,48.38497725,70.23838747,22.26255086,39.75696594,69.55886393,,67.03387691,24.4323195,16.38219797,39.98838089,49.2642352,44.32275777,60.63584511,32.17046347,Loamy,Drip,Vegetable,662.4217486
32.26132916,22.85652586,65.38787018,89.94449769,89.88067646,18.12867043,74.90222682,31.55183016,44.43770396,90.50188414,40.00762013,73.04283112,66.75679424,93.8891764,72.57724396,53.71504224,Sandy,Sprinkler,Fruit,235.4741829
50.54897218,77.808513,17.34174331,51.39477562,52.36861531,60.63887077,32.97080952,88.06637019,65.19577544,36.36151079,11.6015401,92.461045,25.43690692,30.66513009,54.80171173,47.47736481,Clay,Flood,Vegetable,487.1476929
21.62434736,79.20305039,17.90094134,64.62758046,89.03036773,53.11366531,18.03247765,39.43896989,83.2373466,75.80179981,77.45459549,10.98059257,78.80963178,38.77790049,53.50992386,56.35959937,Loamy,Sprinkler,Fruit,351.7995231
95.86459245,69.26864641,25.46465143,26.96498675,62.72669102,19.40990123,17.08152912,39.61565352,12.36562951,80.19242012,67.66221409,88.3101737,42.79642355,77.21444579,43.11447505,43.05535218,Loamy,Sprinkler,Fruit,683.2588604
64.5557171,78.95043395,56.62697482,82.44701505,70.6772905,65.12405564,48.35363936,63.83744907,50.55589431,96.68419302,15.64049212,29.67564981,83.56917423,76.022271,34.43152455,54.52584545,,Drip,Vegetable,557.6827299
30.5778525,86.13292957,29.25952108,97.05953002,82.38350389,76.41578082,95.12599682,26.52066173,78.26997056,54.86567199,96.82638036,51.03309463,18.81721814,92.09820592,95.15801908,52.10778253,Sandy,Sprinkler,Vegetable,409.1659005
70.4530616,65.22437028,35.49559631,34.17390396,69.32399901,79.05504709,29.59561308,,59.15300234,65.42519639,12.03594014,86.71130209,71.17809289,44.93068216,38.58370027,38.19131727,Sandy,Sprinkler,Vegetable,547.6567577
65.63154164,17.97442426,46.02815526,54.53433564,45.82493566,91.48358694,33.10674412,47.49686651,68.63284791,40.13886641,63.09645818,84.15209147,36.39954999,56.31388515,15.70791921,40.55656608,Loamy,Drip,Vegetable,375.2985962
42.23464462,53.88650287,83.06795116,17.75044995,56.22700455,46.85236677,19.07999219,41.82740768,56.50087533,71.03613641,79.87307156,90.27347303,81.58448567,52.06532151,25.05562654,62.29452701,Sandy,Drip,Fruit,382.4396422
20.2201833,16.98844012,11.24759223,60.32229908,82.27409722,95.77654918,64.50132465,57.23894962,99.26870902,51.70451373,80.91066817,94.63751134,46.19533843,93.49769539,87.15489724,59.57772955,Sandy,Drip,Vegetable,152.548444
70.4415876,46.67887279,68.44409382,55.25050977,43.62852667,87.88864646,71.18855866,63.96761297,14.91593828,49.38871283,13.0856622,50.24412611,69.8814669,79.23975299,62.79701132,32.69942117,Clay,Drip,Fruit,486.5272497
56.82769308,46.63958402,70.19888779,22.99928357,44.93093111,36.68514139,67.86380873,61.00007084,54.19403396,86.99207762,91.57736194,69.07274297,94.08747418,84.82976019,80.09024944,45.64583075,,Flood,Fruit,418.6206698
79.50865526,15.94088597,81.87902023,49.78595918,18.61211045,24.33547336,87.50172187,68.87514808,18.22748942,14.51519591,92.66065047,45.14305965,11.85639688,21.97884419,82.79033915,53.15627014,Loamy,Flood,Cereal,445.7674355
56.8147151,41.39384806,93.94776452,40.06941869,92.31259917,49.18504565,53.77832515,37.69745649,24.38070059,89.3766185,60.52513358,41.56450457,11.00051041,81.26620236,84.09127953,55.32894768,Loamy,Flood,Fruit,411.2165639
86.69633503,19.98982889,11.81240641,56.96477878,18.19326835,46.17088372,22.10113367,21.37836044,44.47345154,86.6862854,53.3874879,48.84358695,79.3251327,48.96808895,59.5552337,52.74795808,Sandy,Sprinkler,Cereal,498.150818
59.67161549,82.7411689,23.8405335,62.70889019,68.33882597,61.81473748,36.04646176,78.47267873,23.99860824,55.57296282,14.03807168,76.87685213,68.17537464,12.10048145,25.94085361,53.79067301,Clay,Flood,Vegetable,546.8181499
60.48441744,95.29192234,89.75541647,10.76460207,47.18750309,62.50476091,69.61869761,86.57023444,96.73184494,54.11825688,60.57587283,55.12966724,36.36817485,15.40795175,23.3409477,46.40196219,Sandy,Drip,Cereal,591.3476956
